player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Tra Thomas,116043,ED,NC STATE,9,10,0,,0,0,248,0,0,57.5,66.0,46.1,68.0,66.0,71.5,2,6,0,0,,9.1,2,0,1,0.0,0,2,0,10,0,26,250,231,0,0,231,0,0,19,108,116,9,8,10,2,0,10,0,0,0,
Elijah Culp,121345,CB,JAMES MAD,7,2,0,48.1,0,1,197,0,0,65.3,66.7,0.0,71.9,81.4,51.7,0,2,0,0,44,13.0,3,2,5,90.8,13,0,0,33,334,226,391,6,0,0,6,0,1,385,6,159,16,8,18,0,27,2,2,155,67,11.9
Sam Howard,121351,LB,TULANE,6,7,0,66.7,0,1,319,0,0,70.0,72.5,31.0,67.3,72.9,55.6,1,11,0,0,53,18.2,6,0,1,128.9,6,1,0,292,0,145,343,13,0,0,12,1,3,330,35,163,34,12,20,2,9,13,1,74,66,12.3
Caullin Lacy,121426,WR,LOUISVILLE,1,0,0,,0,0,210,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tyrese Hopkins,121461,LB,LA MONROE,8,1,0,83.3,0,0,209,0,0,48.3,50.6,0.0,46.4,62.2,57.1,0,1,0,0,29,18.2,2,0,1,150.7,5,0,0,112,0,51,122,8,0,0,8,0,0,114,3,68,2,6,8,0,6,1,1,64,36,12.8
Kenneth Harris,121523,CB,OKLA STATE,9,2,0,68.3,0,0,262,0,0,49.4,49.4,86.7,63.7,46.1,27.6,1,2,0,0,47,36.4,12,6,1,114.6,28,0,0,93,1,244,510,12,0,0,12,0,32,498,17,249,372,8,19,0,41,3,2,387,250,13.8
Corbet Mims,121534,ED,JVILLE ST,8,1,1,,0,0,196,0,0,,66.9,78.1,64.6,65.1,75.9,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,76,75,0,11,31,33,0,1,43,33,0,3,3,0,0,3,0,0,0,
Channing Canada,121668,CB,TCU,8,2,0,60.9,0,0,305,0,0,58.1,60.4,84.0,53.1,72.8,62.7,0,1,0,0,57,15.4,4,2,2,108.4,14,0,0,12,401,228,418,1,0,0,1,0,4,417,2,188,0,4,20,0,23,1,1,227,65,16.2
Isaiah Cash,121669,CB,VA TECH,9,9,0,60.0,1,0,337,0,0,66.7,65.9,86.2,60.8,60.3,82.7,1,2,0,1,44,6.1,2,1,2,69.7,21,0,0,54,0,200,350,7,0,0,7,0,2,343,6,144,287,9,22,0,35,3,0,248,105,11.8
Immanuel Bush,121724,DI,JAMES MAD,8,4,1,,0,0,197,0,0,70.0,72.4,82.1,62.3,71.9,52.8,0,4,0,0,,14.3,3,0,0,0.0,0,2,0,2,0,0,208,205,61,144,0,0,0,3,97,111,0,13,14,2,0,6,0,0,0,
Jayshaun Coffman,121726,DI,LOUISVILLE,1,0,0,,0,0,210,0,0,,68.2,71.1,62.0,66.8,71.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,7,0,6,0,0,8,5,0,1,1,0,0,1,0,0,0,
JoJo Evans Jr.,121728,S,LOUISVILLE,7,11,1,46.7,0,0,210,0,0,69.8,73.2,86.2,68.3,75.6,82.4,1,5,0,1,38,7.3,3,2,0,66.3,7,0,0,83,2,204,381,17,0,0,17,0,225,364,12,165,54,10,27,0,15,6,1,111,41,15.9
Kerion Martin,121739,LB,MARSHALL,8,10,0,50.0,0,0,214,0,0,58.5,68.8,85.2,56.3,79.3,65.6,4,5,0,0,16,15.9,7,1,0,64.9,6,2,0,191,0,107,303,85,0,0,85,0,0,218,57,139,27,17,27,4,12,11,0,61,35,10.2
Zane Porter,121745,LB,MARSHALL,2,1,0,0.0,0,0,214,0,0,49.1,64.6,72.2,,76.9,75.6,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,7,0,3,9,2,0,0,2,0,0,7,0,6,0,1,1,0,1,0,0,0,0,
Daytione Smith,121749,S,MARSHALL,8,7,0,47.4,0,0,214,1,0,61.2,64.5,83.8,55.9,70.8,68.3,0,0,0,2,22,12.5,4,3,1,27.2,9,0,0,183,0,234,416,0,0,0,0,0,157,416,3,179,76,5,21,0,19,0,0,115,33,12.8
An'Darius Coffey,121757,S,PURDUE,8,0,0,66.7,0,0,273,0,0,59.3,51.2,0.0,58.0,37.6,40.0,0,0,0,0,21,26.7,4,0,1,83.0,8,0,0,40,0,77,125,3,0,0,3,0,29,122,4,44,52,4,11,1,12,0,0,73,44,9.1
Devonte Golden-Nelson,121780,CB,W VIRGINIA,2,0,0,0.0,0,0,343,0,0,52.9,53.4,69.8,,60.5,74.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,1,6,3,8,0,0,0,0,0,0,8,0,5,1,0,1,0,1,0,0,0,0,
Jacob Busic,121837,ED,UCLA,8,2,0,,0,0,324,0,0,63.1,55.3,84.4,58.0,51.7,54.4,0,4,0,0,,18.2,2,0,0,0.0,0,1,0,8,0,9,224,215,0,11,150,54,0,9,100,115,1,7,7,2,0,5,0,0,0,
Ajani Cuevas-Gillis,121841,S,MARSHALL,2,0,0,0.0,0,0,214,0,0,78.2,79.5,75.3,59.6,69.8,76.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,5,0,5,17,8,0,0,8,0,1,9,2,10,3,2,2,1,1,0,0,0,0,
Jori Benson,122053,DI,W MICHIGAN,2,1,0,,0,0,347,1,0,,66.1,73.4,65.4,62.3,66.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,2,12,0,0,0,0,7,7,0,0,0,0,0,1,0,0,0,
Rodney Johnson,122103,CB,LOUISVILLE,3,0,0,0.0,0,0,210,0,0,58.3,57.7,72.3,58.7,60.0,21.4,0,1,0,0,,100.0,1,0,0,39.6,0,0,0,1,15,12,17,0,0,0,0,0,0,17,1,4,1,0,0,0,1,1,0,0,0,
DeMonte Capehart,122144,DI,CLEMSON,8,3,2,,0,0,140,0,0,60.0,74.4,82.0,62.2,79.1,56.5,1,5,0,0,,11.1,2,0,0,0.0,0,1,0,0,0,0,239,239,40,192,0,7,0,0,138,101,0,12,13,2,0,7,0,0,0,
Fred Davis II,122146,CB,NWESTERN,8,7,0,63.3,1,0,256,1,0,67.8,67.0,0.0,66.7,68.7,75.4,0,1,0,0,34,7.4,2,4,3,103.7,19,0,0,19,371,201,395,1,0,0,1,0,1,394,1,193,2,5,18,1,30,1,2,192,48,10.1
Malcolm Greene,122148,CB,UMASS,8,4,0,65.6,0,0,216,0,0,47.0,47.5,84.0,69.8,46.9,47.2,0,1,0,0,51,22.2,8,2,4,142.8,21,0,0,84,351,239,510,1,0,0,1,0,8,509,3,268,66,5,24,0,32,1,6,357,100,17.0
Tyler Venables,122163,S,CLEMSON,3,0,0,0.0,0,0,140,0,0,70.1,69.7,75.4,,60.0,79.6,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,4,0,23,29,0,0,0,0,0,20,29,0,6,5,0,2,0,2,0,0,0,0,
E.J. Williams Jr.,122164,WR,INDIANA,1,0,0,,0,0,190,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tre Williams,122165,DI,MICHIGAN,9,2,1,,0,0,222,0,0,,72.5,47.8,66.3,74.5,57.0,2,2,0,0,,13.3,2,0,1,0.0,0,0,0,1,0,0,228,227,70,157,0,0,0,1,116,112,0,9,11,4,0,4,0,0,0,
Isaiah Dunson,122209,CB,GA STATE,3,0,0,100.0,0,0,175,0,0,53.5,55.1,74.2,,62.5,76.6,0,0,0,0,13,0.0,0,0,0,102.8,3,0,0,1,27,10,28,0,0,0,0,0,0,28,0,18,0,0,2,0,3,0,0,26,6,8.7
Jamar Rucks,122252,ED,KENNESAW,8,5,0,,0,0,200,0,0,66.1,57.1,16.9,60.5,54.9,72.4,0,2,0,0,,10.0,1,0,1,0.0,0,0,0,0,0,7,94,90,0,0,90,0,0,4,43,44,4,2,4,1,0,2,0,0,0,
Tony Anyanwu,122261,ED,RICE,9,9,1,80.0,2,1,275,1,0,67.1,89.9,44.2,84.4,90.6,79.8,6,21,0,0,20,7.7,3,0,2,103.3,4,4,0,25,0,38,445,379,0,8,336,35,0,66,217,190,41,24,27,1,5,31,0,44,45,11.0
Mike Harris,122269,S,S ALABAMA,9,7,0,78.9,0,1,288,0,0,58.4,54.7,83.1,66.0,43.5,33.1,0,0,0,0,36,27.6,8,0,0,125.0,15,0,0,74,1,140,275,4,0,0,4,0,31,271,2,133,165,2,14,1,19,0,1,186,103,12.4
A.J. McCarty,122274,CB,TEXAS TECH,9,3,0,64.3,0,0,315,0,0,66.0,67.9,80.6,61.1,71.4,43.7,0,5,0,0,38,23.5,4,0,0,83.0,9,0,0,52,0,97,176,8,0,0,8,0,2,168,9,70,113,6,10,1,14,5,0,92,78,10.2
Devin Neal,122278,S,VIRGINIA,9,20,0,66.7,0,0,335,0,0,81.9,84.1,85.4,84.3,77.5,87.6,0,4,0,0,32,5.3,3,2,0,119.0,12,1,0,132,1,180,358,16,0,0,16,0,164,342,8,170,45,14,34,1,18,5,3,94,20,7.8
Shane Bruce,122323,LB,COAST CAR,6,6,0,60.0,0,0,141,0,0,74.9,77.6,84.7,58.8,76.9,75.4,0,2,0,2,14,8.3,3,1,0,33.6,9,1,0,244,0,131,306,14,0,0,14,0,0,292,27,148,48,17,27,2,15,3,0,76,61,8.4
Gary Smith III,122388,DI,UCLA,8,3,0,,0,0,324,0,0,61.1,77.3,83.5,55.8,84.3,70.1,0,3,0,0,,6.9,2,0,0,0.0,0,1,0,0,0,0,363,362,77,270,1,14,0,1,156,207,0,18,24,1,0,4,0,0,0,
Stephen Dix Jr.,122396,LB,ARKANSAS,9,18,0,83.3,0,0,111,0,0,53.1,68.0,83.6,58.1,77.7,76.7,1,4,0,0,62,8.1,5,0,0,124.8,15,0,0,401,1,185,454,39,0,0,39,0,0,415,39,230,13,19,39,3,18,5,1,171,189,11.4
Jadarius Green-McKnight,122399,S,MARSHALL,7,3,0,71.4,1,0,214,0,0,50.9,60.6,83.1,65.2,76.4,74.2,0,1,0,0,40,7.1,1,0,1,153.3,5,0,0,57,1,87,206,29,0,0,29,0,15,177,17,102,104,5,10,1,7,1,1,130,59,26.0
Bryan Robinson,122413,WR,MARSHALL,1,0,0,,0,0,214,0,0,,57.9,60.0,,60.0,,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
Tyler Bride,122432,S,JVILLE ST,1,0,0,,0,0,196,0,0,65.0,65.0,72.9,60.0,60.0,74.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,5,12,0,0,0,0,0,8,12,1,6,3,0,1,0,0,1,0,0,0,
Marques Watson-Trent,122461,LB,NEBRASKA,8,12,0,100.0,0,0,238,0,0,64.6,70.3,81.4,57.6,72.7,62.2,0,1,0,0,22,16.1,5,0,0,108.9,7,1,0,190,1,73,218,15,0,0,15,0,2,203,14,131,10,11,14,0,7,2,0,71,38,10.1
Jason Moore,122491,DI,GA TECH,9,11,1,,0,1,176,0,0,60.0,69.5,82.5,74.2,62.3,60.1,0,11,0,0,,12.5,3,0,0,0.0,0,1,0,0,0,0,260,259,46,198,0,15,0,1,131,129,0,7,10,0,0,12,0,0,0,
Akelo Stone,122499,DI,GA TECH,6,3,0,,0,0,176,0,0,60.5,69.8,80.4,68.8,65.8,36.6,0,5,0,0,,20.0,3,0,0,0.0,0,3,0,0,0,0,174,174,1,151,5,17,0,0,95,79,0,9,9,1,0,8,0,0,0,
Kenean Caldwell,122551,DI,KANSAS,9,3,0,,0,0,198,1,0,,69.6,51.9,59.7,74.2,66.7,0,3,0,0,,8.7,2,0,1,0.0,0,1,0,2,0,0,250,248,112,132,1,3,0,2,117,133,0,15,18,6,0,4,0,0,0,
Karon Prunty,122574,CB,WAKE,8,4,0,41.9,0,0,339,1,0,80.1,80.5,84.1,87.5,69.4,56.3,1,0,0,1,65,11.1,3,4,3,69.4,13,0,0,31,447,268,489,1,0,0,1,0,3,488,2,219,7,5,20,0,31,1,2,181,59,13.9
Tee Denson,122591,S,JVILLE ST,2,1,0,80.0,0,0,196,0,0,76.5,77.4,76.1,60.0,71.4,81.8,0,0,0,0,15,0.0,0,0,0,91.7,4,0,0,8,0,13,35,2,0,0,2,0,2,33,1,21,23,2,4,0,5,0,0,30,16,7.5
Beau Palmer,122610,LB,KANSAS ST,1,0,0,,0,0,199,0,0,,60.0,66.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Cody Stufflebean,122619,ED,KANSAS ST,9,1,0,100.0,0,1,199,0,0,53.5,55.9,85.8,59.1,55.2,42.6,2,8,0,0,15,21.1,4,0,0,118.8,1,3,0,1,0,2,418,417,15,106,223,73,0,1,232,184,0,12,14,0,1,13,0,15,18,15.0
Caleb Anderson,122629,CB,MICHIGAN,4,0,0,100.0,0,0,222,0,0,61.3,62.8,76.1,,65.9,48.1,0,0,0,0,15,25.0,1,0,0,98.6,3,0,0,3,41,28,46,0,0,0,0,0,0,46,0,18,2,0,3,0,3,0,0,23,10,7.7
Courtline Flowers,122635,CB,LA LAFAYET,9,4,1,62.5,0,1,207,0,0,67.3,68.8,42.1,76.9,70.0,75.2,0,2,1,2,64,7.1,3,1,1,103.0,25,1,0,65,490,264,585,4,0,0,4,0,0,581,5,316,25,15,35,2,40,3,4,349,104,14.0
Caleb Kibodi,122645,LB,LA LAFAYET,7,5,0,80.0,0,0,207,0,0,57.7,74.1,81.7,67.8,82.4,87.6,0,2,0,0,10,0.0,0,0,0,85.0,4,1,0,62,0,32,114,25,0,0,25,0,0,89,10,72,27,5,11,0,5,3,0,22,8,5.5
Jordan Lawson,122647,ED,LA LAFAYET,9,10,2,100.0,0,0,207,0,0,78.0,72.3,42.5,72.8,66.9,52.9,3,16,0,0,14,22.0,9,0,2,118.8,2,2,0,1,0,12,399,397,0,12,278,107,0,2,169,218,0,17,22,5,2,21,0,26,29,13.0
Dominique Ratcliff,122655,DI,INDIANA,9,0,0,,0,0,190,0,0,61.7,72.5,80.9,63.5,73.0,76.8,1,8,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,155,154,14,119,6,15,0,1,94,61,0,6,7,3,0,9,0,0,0,
Tyree Skipper,122660,S,LA LAFAYET,9,14,0,68.4,0,0,207,0,0,47.7,51.1,40.4,65.3,57.1,42.8,0,1,0,1,98,22.7,15,1,1,102.1,13,1,0,139,7,226,526,5,0,0,5,0,328,521,9,291,46,12,37,0,19,2,1,216,139,16.6
Korian Wilson,122662,CB,LA MONROE,2,0,0,87.5,0,0,209,0,0,60.5,64.0,77.7,60.0,73.8,72.8,0,0,0,0,20,7.7,1,0,0,138.5,7,0,0,14,82,50,98,0,0,0,0,0,1,98,1,47,1,2,12,1,8,0,1,62,26,8.9
Ben Bell,122665,ED,VA TECH,9,12,0,100.0,0,0,337,1,0,58.5,72.4,0.0,84.6,70.9,48.6,11,14,0,0,10,25.0,8,0,7,85.4,4,3,0,15,0,31,367,343,0,0,340,3,0,24,179,157,9,11,12,4,4,28,0,18,26,4.5
Kershawn Fisher,122670,ED,W MICHIGAN,9,5,2,100.0,0,0,347,1,0,35.7,58.9,62.7,61.3,68.8,51.5,0,7,0,0,15,18.2,4,0,2,110.4,4,2,0,13,0,32,335,321,0,2,317,2,0,14,169,134,1,8,13,2,4,9,0,42,33,10.5
Keveion'ta Spears,122687,DI,SMU,9,5,1,,0,0,287,0,0,,72.4,42.7,62.9,77.5,69.9,2,3,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,0,208,207,7,179,0,21,0,1,111,97,0,10,10,3,0,5,0,0,0,
Cedric Woods,122690,CB,LA TECH,6,1,0,47.8,1,0,208,0,0,69.7,71.6,4.4,64.0,79.3,86.7,0,0,0,0,38,0.0,0,4,2,66.6,11,0,0,8,206,142,230,14,0,0,14,0,0,216,1,87,2,7,14,1,23,0,0,136,69,12.4
Henry Bryant,122696,DI,GA STATE,7,3,0,,0,0,175,0,0,,74.2,81.2,74.7,68.8,77.0,2,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,225,225,12,141,2,70,0,0,110,115,0,2,4,0,0,6,0,0,0,
Jared Dawson,122703,DI,NOTRE DAME,7,3,1,,0,0,258,0,0,60.0,79.9,44.4,75.1,81.3,67.1,3,11,0,0,,7.7,1,0,1,0.0,0,0,0,0,0,0,213,213,17,186,0,10,0,0,124,89,0,6,9,3,0,14,0,0,0,
Mason Reiger,122721,ED,WISCONSIN,8,10,0,100.0,0,0,349,0,0,48.9,80.6,62.7,78.7,82.2,46.7,3,20,0,0,6,28.9,11,0,1,122.9,2,3,0,0,0,10,350,350,0,18,308,24,0,0,198,142,0,16,17,1,2,26,1,8,0,4.0
Tahj Chambers,122740,LB,OLE MISS,8,5,0,80.0,0,0,226,0,0,59.9,66.2,0.0,57.6,78.2,58.4,2,2,0,0,19,15.4,4,1,2,88.8,8,0,0,178,0,96,194,9,0,0,9,0,0,185,11,87,7,11,17,1,10,4,0,53,43,6.6
Kedrick Bingley-Jones,122821,DI,MISS STATE,9,6,1,,0,0,227,0,0,62.4,63.0,81.7,60.3,61.3,80.8,0,6,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,248,248,17,143,19,69,0,0,123,125,0,5,11,0,0,6,0,0,0,
Jalen Brooks,122823,LB,MO STATE,8,10,0,80.0,0,2,230,2,0,92.5,90.1,80.3,52.4,71.5,67.5,0,1,0,0,64,11.8,6,1,0,111.9,16,0,0,206,1,131,244,1,0,0,1,0,0,243,12,101,36,22,35,2,20,1,1,137,122,8.6
Ja'Qurious Conley,122827,S,CHARLOTTE,7,7,0,75.0,0,1,136,1,0,70.1,64.9,11.6,,58.5,67.4,0,0,0,1,38,15.4,6,2,1,96.6,12,0,0,103,0,129,280,7,0,0,7,0,139,273,0,151,31,5,26,0,16,0,1,143,49,11.9
Tony Grimes,122837,CB,PURDUE,8,3,0,51.5,0,0,273,0,0,61.4,58.8,34.5,51.6,52.2,53.3,0,0,0,0,66,20.0,6,3,3,98.4,17,0,0,55,425,246,487,2,0,0,2,0,0,485,3,238,4,8,21,0,33,0,1,343,121,20.2
Devan Boykin,122855,S,INDIANA,9,6,2,62.5,0,1,190,1,1,80.1,87.0,32.9,75.9,93.9,90.4,2,6,0,1,25,0.0,0,2,1,63.2,20,0,0,52,0,213,363,39,0,0,39,0,28,324,37,113,244,16,23,2,32,8,0,169,100,8.5
Jayland Parker,122879,LB,MARSHALL,3,4,0,50.0,0,0,214,0,0,43.0,52.5,0.0,46.2,69.5,53.2,0,1,0,0,8,23.8,5,0,1,60.4,1,0,0,107,0,40,108,1,0,0,1,0,0,107,5,63,0,9,12,1,2,1,0,8,8,8.0
Josh Pierre-Louis,122880,S,MARSHALL,8,3,1,50.0,0,0,214,0,0,53.2,54.2,31.7,58.0,58.5,62.6,0,2,0,0,71,16.7,3,0,1,135.4,8,1,0,80,3,179,349,38,0,0,38,0,44,311,25,145,184,5,12,0,16,3,2,235,102,29.4
Jordan Botelho,122894,ED,NOTRE DAME,8,7,0,100.0,0,0,258,0,0,58.6,68.3,86.4,62.5,71.3,68.0,1,10,0,0,4,11.1,2,0,0,83.3,1,1,0,7,0,4,194,186,0,3,179,4,0,8,122,68,1,8,9,0,1,12,0,4,1,4.0
Aidan Keanaaina,122903,DI,CAL,9,12,1,,0,0,130,0,0,,73.2,84.1,56.7,79.5,71.7,0,4,0,0,,6.1,2,0,0,0.0,0,0,0,0,0,0,367,366,85,280,0,1,0,1,178,189,0,18,19,0,0,4,0,0,0,
Caleb Offord,122908,CB,KENNESAW,7,4,1,63.4,0,1,200,1,1,73.1,77.3,84.3,89.9,80.5,64.7,0,1,0,0,35,15.0,6,6,1,91.4,26,1,0,30,441,277,486,4,0,0,4,0,3,482,5,204,8,15,30,5,41,2,1,279,132,10.7
Noah Arinze,122917,ED,COAST CAR,8,8,0,,0,2,141,1,0,63.4,75.7,59.2,70.6,74.5,59.9,7,8,0,0,,16.1,5,0,1,0.0,0,3,0,0,0,0,321,321,16,19,238,48,0,0,164,157,0,18,18,1,0,18,0,0,0,
Joshua Eaton,122924,CB,MICH STATE,9,2,0,63.2,0,0,223,0,0,67.0,63.7,21.2,60.0,52.2,29.2,0,0,0,0,45,34.5,10,1,2,125.3,12,0,0,27,325,192,362,3,0,0,3,0,0,359,1,169,6,4,17,0,19,0,2,162,66,13.5
DJ Graham II,122926,CB,KANSAS,8,1,0,67.7,0,0,198,0,0,64.0,66.5,82.6,60.0,73.7,48.3,0,0,0,0,20,21.9,7,2,0,96.3,21,0,0,31,331,189,365,0,0,0,0,0,0,365,1,175,3,10,24,2,31,0,1,201,91,9.6
Reggie Grimes II,122927,ED,MEMPHIS,8,0,0,,0,0,218,0,0,,63.3,78.0,55.1,69.5,72.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,77,77,0,37,25,15,0,0,47,30,0,2,2,0,0,2,0,0,0,
Justin Harrington,122928,S,W VIRGINIA,6,1,0,100.0,0,0,343,0,0,55.3,52.4,79.8,54.2,51.6,53.5,0,0,0,0,9,20.0,1,0,0,100.0,3,0,0,27,0,28,78,13,0,0,13,0,6,65,8,42,31,2,3,0,3,0,0,24,20,8.0
Shane Whitter,122949,LB,N TEXAS,9,16,0,81.0,0,1,251,2,0,72.3,79.2,84.7,52.7,82.4,78.4,3,4,0,1,35,8.1,5,1,1,109.5,17,0,0,401,2,154,468,33,0,0,33,0,0,435,51,263,32,24,41,2,21,7,2,156,117,9.2
Jeff Roberson,122986,LB,MINNESOTA,5,2,0,100.0,0,0,225,0,0,52.9,55.4,73.4,58.4,59.0,39.2,0,0,0,0,0,33.3,3,0,0,79.2,1,0,0,38,0,9,39,0,0,0,0,0,0,39,2,28,1,2,4,0,1,0,0,0,2,0.0
Nick Session,122990,S,NEW MEX ST,8,12,0,64.3,0,0,242,1,0,66.9,67.8,87.5,53.2,68.2,76.6,0,0,0,0,35,10.9,7,4,1,124.6,18,0,0,128,1,304,523,1,0,0,1,0,331,522,4,215,62,13,45,2,28,0,3,223,49,12.4
Rashad Battle,123003,CB,PITTSBURGH,7,4,0,61.3,0,0,268,1,0,70.7,71.3,82.2,68.3,66.8,80.6,0,0,0,0,53,5.7,2,2,2,119.0,19,0,0,22,254,179,279,3,0,0,3,0,0,276,1,99,0,13,29,0,31,0,3,250,70,13.2
Dayon Hayes,123010,ED,TEXAS A&M,8,1,1,100.0,1,1,312,1,0,50.1,77.9,52.6,80.0,74.7,65.7,3,14,0,0,4,9.1,1,0,1,122.9,1,3,0,0,0,1,238,238,0,0,221,17,0,0,167,70,0,9,9,1,1,20,1,4,0,4.0
Bangally Kamara,123012,LB,KANSAS,8,6,0,92.9,1,1,198,0,0,53.6,65.1,4.2,77.7,69.6,27.7,3,11,0,0,39,31.0,18,2,2,116.1,13,2,0,207,3,135,361,108,0,0,108,0,0,253,53,173,43,27,34,6,14,16,0,166,116,12.8
Buddy Mack III,123015,CB,S CAROLINA,1,0,0,100.0,0,0,289,0,0,51.9,53.6,72.6,59.5,63.1,76.9,0,0,0,0,32,0.0,0,0,0,118.8,2,0,0,1,0,7,11,0,0,0,0,0,0,11,1,3,10,0,2,0,2,0,0,37,2,18.5
Leon Lowery Jr.,123045,ED,ILLINOIS,8,3,0,100.0,0,1,187,0,0,64.2,61.9,87.1,59.1,59.6,71.2,0,9,0,0,10,13.3,2,0,0,95.8,2,2,0,23,0,37,206,162,0,0,162,0,0,44,85,84,21,5,10,1,2,11,0,14,6,7.0
Anwar Sparrow,123054,LB,SYRACUSE,8,9,1,100.0,0,0,304,1,1,74.5,67.3,81.4,52.9,60.0,58.6,1,1,0,0,18,16.7,5,1,0,92.1,10,0,0,183,4,99,225,14,0,0,14,0,4,211,26,100,20,12,16,2,10,2,0,61,61,6.1
Stefon Thompson,123055,LB,FLORIDA ST,6,3,0,75.0,0,0,167,0,0,62.0,69.6,81.8,60.4,75.6,72.6,0,4,0,0,11,13.3,2,0,0,82.3,3,2,0,57,0,34,102,35,0,0,35,0,0,67,24,44,10,6,10,0,4,6,0,17,19,5.7
Bud Clark,123066,S,TCU,8,7,0,70.6,2,0,305,0,0,70.9,74.0,43.1,75.5,79.4,61.5,1,1,1,2,44,18.4,9,4,4,103.7,24,1,0,162,0,327,564,0,0,0,0,0,124,564,3,234,278,11,33,1,34,3,4,229,119,9.5
Jai'Onte' McMillan,123089,CB,MINNESOTA,8,1,0,57.9,0,0,225,0,0,60.6,65.8,82.4,80.4,79.5,72.1,0,2,0,0,23,7.7,1,1,1,71.6,11,0,0,15,167,138,233,3,0,0,3,0,1,230,6,89,47,4,11,0,19,2,0,97,14,8.8
Xavion Alford,123103,S,ARIZONA ST,2,4,0,0.0,0,0,110,0,0,57.1,61.3,80.4,56.7,75.4,77.6,0,0,0,0,,10.0,1,0,0,39.6,0,0,0,14,0,81,122,0,0,0,0,0,106,122,2,39,2,1,5,0,1,0,0,0,0,
Prince Dorbah,123113,ED,ARIZONA ST,7,4,0,,0,1,110,1,0,56.1,77.2,50.1,79.2,70.6,41.2,2,9,0,0,,28.6,4,0,1,0.0,0,4,0,1,0,3,217,216,0,1,213,2,0,1,137,77,0,9,6,3,0,15,0,0,0,
Sawyer Goram-Welch,123116,DI,COAST CAR,8,4,1,,0,0,141,0,0,61.5,62.3,84.8,58.8,61.7,72.6,0,4,0,0,,5.3,1,0,0,0.0,0,1,0,0,0,0,259,259,227,28,0,4,0,0,112,147,0,10,14,1,0,5,0,0,0,
Troy Omeire,123124,WR,UNLV,1,0,0,,1,0,325,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Trent Low,123146,LB,TEXAS TECH,1,0,0,100.0,0,0,315,0,0,72.2,76.4,67.7,,60.0,73.1,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,6,0,5,6,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0,0,4,1,4.0
Bryce Ramirez,123156,LB,TEXAS TECH,7,4,0,80.0,0,0,315,0,0,49.8,65.7,77.1,58.3,83.6,63.8,0,3,0,0,18,17.6,3,0,0,92.5,4,1,0,102,0,59,110,1,0,0,1,0,0,109,3,48,6,9,10,0,5,4,0,31,30,7.8
Adonis Friloux,123216,DI,BAYLOR,7,1,0,,0,0,118,0,0,,57.4,79.9,54.1,59.1,44.1,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,95,95,30,65,0,0,0,0,44,51,0,2,3,0,0,0,0,0,0,
