player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Jasiah Harper,189265,ED,NC CENT,3,2,0,,0,0,247,0,0,,73.1,74.5,63.1,72.3,74.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,22,22,0,13,8,1,0,0,8,14,0,0,1,0,0,0,0,0,0,
Kamari Houze,189266,CB,NC CENT,4,0,0,66.7,0,0,247,0,0,55.5,57.7,75.0,,65.3,76.2,0,0,0,0,14,0.0,0,0,0,89.6,2,0,0,0,33,17,34,0,0,0,0,0,0,34,0,17,0,0,2,0,3,0,0,23,4,11.5
Joshua Truesdale,189276,S,NC CENT,2,0,0,50.0,0,0,247,0,0,40.9,49.1,71.8,,64.7,75.3,0,0,0,0,6,0.0,0,0,0,95.8,1,0,0,7,0,3,14,0,0,0,0,0,5,14,0,11,2,0,1,0,2,0,1,6,0,6.0
Jaden Warren,189277,ED,NC CENT,1,0,0,,0,0,247,0,0,,51.2,72.2,57.9,52.5,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,3,7,0,1,1,0,0,0,0,0,0,
Ryan Ziegler,189278,LB,NC CENT,1,0,0,,0,0,247,0,0,,65.1,67.5,,63.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Ethan John,189284,TE,PRVIEW A&M,1,0,0,,0,0,270,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
James Kate III,189286,DI,PRVIEW A&M,4,1,0,,0,0,270,0,0,,61.8,77.3,56.3,63.2,26.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,37,37,35,2,0,0,0,0,14,23,0,1,1,0,0,0,0,0,0,
Trelin Miles,189287,G,PRVIEW A&M,1,0,0,,0,0,270,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Joshua Banks,189299,S,STETSON,5,1,0,100.0,0,0,302,0,0,60.8,63.0,79.4,59.4,66.3,70.1,1,0,0,0,13,10.0,1,0,0,93.1,3,0,0,23,1,22,61,2,0,0,2,0,8,59,1,38,26,4,8,0,3,1,0,19,16,6.3
Corrado DeSantis,189310,CB,STETSON,4,0,0,50.0,0,0,302,0,0,58.8,53.2,74.3,60.0,45.3,21.7,0,0,0,0,54,100.0,1,0,1,135.4,1,0,0,1,32,12,34,0,0,0,0,0,0,34,2,20,0,0,0,0,2,0,1,54,39,54.0
Jaxson Dicus,189311,LB,STETSON,4,0,0,100.0,0,0,302,0,0,55.1,58.7,0.0,44.8,78.9,70.5,0,2,0,0,50,11.1,1,0,1,158.3,2,0,0,55,0,24,56,0,0,0,0,0,0,56,7,25,0,5,8,0,2,2,1,62,58,31.0
Colin Douthit,189312,ED,STETSON,8,1,0,,0,0,302,0,0,,60.7,75.8,60.5,59.8,28.6,2,0,0,0,,33.3,2,0,0,0.0,0,0,0,0,0,0,64,64,0,28,5,31,0,0,23,41,0,3,3,1,0,2,0,0,0,
Abram Fofana,189316,DI,BETH COOK,2,0,0,,0,0,119,0,0,,64.9,72.5,62.3,62.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,1,12,0,0,0,0,10,3,0,0,0,0,0,1,0,0,0,
Christopher Jimenez,189324,DI,STETSON,9,3,0,,0,0,302,0,0,60.0,60.3,79.5,62.7,57.2,79.3,2,0,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,1,151,151,0,84,11,56,0,0,67,83,0,5,4,1,0,5,0,0,0,
Damontez McDowell,189327,ED,STETSON,9,2,0,62.5,0,0,302,0,0,64.9,63.8,86.5,55.8,65.4,85.4,0,3,0,0,20,0.0,0,0,0,79.2,5,1,0,63,0,66,276,187,0,0,187,0,0,89,87,123,26,7,11,1,8,4,0,48,37,9.6
Justin Rodriguez,189333,S,STETSON,8,5,0,63.6,0,0,302,0,0,75.6,67.7,81.8,55.4,48.4,46.7,0,0,0,1,64,25.0,7,0,0,93.8,7,0,0,82,6,112,207,1,0,0,1,0,91,206,3,92,26,8,16,0,11,0,1,122,70,17.4
Mohamed Toure,189343,S,STETSON,9,7,0,56.3,0,0,302,0,0,63.6,64.7,84.2,57.3,66.4,70.2,0,1,0,0,38,12.5,3,1,0,124.5,9,0,0,65,122,129,285,18,1,0,17,0,43,267,4,152,36,3,14,1,16,1,2,138,38,15.3
Douglas Williams III,189349,S,STETSON,3,0,0,60.0,0,0,302,0,0,35.9,44.1,81.4,71.8,57.1,57.6,0,0,0,0,22,25.0,1,1,1,87.1,3,1,0,7,2,21,47,7,0,0,7,0,4,40,3,23,27,0,3,0,5,1,0,42,30,14.0
Montreze Smith Jr.,189396,LB,AUSTINPEAY,8,5,0,86.4,0,0,116,0,0,85.2,84.2,30.6,63.4,83.4,64.8,0,5,0,2,35,12.5,7,1,1,61.4,19,1,0,259,0,180,330,25,0,0,25,0,0,305,30,120,46,23,44,2,22,6,0,172,150,9.1
Mason Knipp,189686,DI,INDIANA ST,6,6,0,,0,0,191,0,0,,67.3,81.2,58.2,69.7,54.0,1,2,0,0,,16.7,2,0,0,0.0,0,1,0,0,0,0,216,216,14,192,1,9,0,0,93,123,0,4,4,1,0,4,0,0,0,
Jordan Davis,189746,S,CHATTNOOGA,2,0,0,,0,0,137,0,0,62.3,63.3,70.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,10,0,5,12,0,0,0,0,0,2,12,0,7,0,0,0,0,0,0,0,0,0,
Dantu Gardner Jr.,189752,ED,BUTLER,7,3,1,,0,0,127,0,0,60.0,60.5,80.9,57.8,61.2,39.4,3,3,0,0,,20.0,1,0,0,0.0,0,0,0,1,0,1,111,110,1,7,75,27,0,1,54,56,0,1,1,0,0,6,0,0,0,
Ayden Merrihew,189844,DI,N COLORADO,9,4,0,,0,0,253,0,0,,59.9,84.3,52.0,63.8,28.7,0,5,0,0,,33.3,7,0,0,0.0,0,1,0,0,0,0,365,364,37,298,13,16,0,1,175,190,0,8,10,0,0,6,0,0,0,
Rontravious Perry,189865,LB,NORFOLK,4,2,0,75.0,0,0,244,0,0,42.3,50.2,77.0,70.0,58.4,41.1,0,0,0,0,18,27.3,3,0,0,102.1,3,1,0,32,0,22,53,2,0,0,2,0,1,51,2,29,18,6,6,0,4,1,0,36,13,12.0
Dorian Gibson,189957,CB,W GEORGIA,4,0,0,100.0,0,0,1177,0,0,59.0,59.5,76.6,,61.9,52.9,0,0,0,0,44,20.0,1,0,0,158.3,3,0,0,2,54,46,57,0,0,0,0,0,0,57,0,11,0,1,4,0,3,0,2,80,9,26.7
Jacobi Jones,189960,LB,CAMPBELL,2,3,0,,0,0,131,0,0,64.2,73.2,73.6,57.7,75.7,77.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,19,0,8,19,0,0,0,0,0,0,19,2,9,0,0,0,0,0,0,0,0,0,
Trayvon Adams,189981,ED,TOWSON,9,3,0,,0,0,317,0,0,60.0,61.5,81.8,52.1,68.1,41.5,0,6,0,0,,38.5,5,0,0,0.0,0,0,0,0,0,0,289,288,1,71,38,178,0,1,149,140,0,3,5,0,0,6,0,0,0,
Jackson Banks,190054,DI,W CAROLINA,9,3,0,,0,0,344,0,0,,58.8,83.9,53.4,61.9,77.1,2,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,290,289,124,159,1,5,0,1,162,128,0,4,5,0,0,4,0,0,0,
Michael Devereaux,190059,LB,N DAKOTA,9,17,3,86.7,0,0,249,1,0,62.3,66.3,36.4,54.1,73.4,68.6,1,1,0,0,20,10.0,5,2,1,124.4,13,0,0,361,0,190,399,9,0,0,9,0,0,390,49,160,29,14,28,2,15,2,1,128,74,9.8
Cameron Powell,190154,CB,TENN MARTN,5,0,0,66.7,0,0,310,0,0,55.4,55.9,76.9,,59.1,19.7,0,0,0,0,33,37.5,3,1,0,99.3,4,0,0,7,54,38,64,0,0,0,0,0,0,64,0,26,3,2,5,0,6,0,0,60,28,15.0
Jaden Kimble,190297,LB,SCAR STATE,2,1,0,,0,0,290,0,0,,76.6,70.1,59.6,75.2,77.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,0,8,2,0,0,2,0,0,6,1,7,0,1,2,0,0,0,0,0,0,
Carter Enyard,190319,LB,BUCKNELL,2,0,0,100.0,0,0,125,0,0,52.6,60.6,73.2,60.0,69.2,78.0,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,19,0,7,19,0,0,0,0,0,0,19,1,11,0,1,2,0,1,0,0,13,0,13.0
Qua Birdsong,190334,LB,E TENN ST,9,5,0,50.0,1,0,157,0,0,52.0,55.0,0.0,57.1,75.2,41.7,1,2,0,0,9,30.0,6,0,3,62.5,1,1,0,50,0,36,107,42,0,1,41,0,7,65,35,36,8,5,9,0,2,4,0,9,10,9.0
Quinten Johnson,190341,LB,DELWARE ST,3,5,0,65.4,0,0,152,1,0,50.1,48.9,80.5,46.7,52.3,56.6,0,1,0,0,17,18.2,4,2,0,91.0,17,0,0,133,0,117,176,3,0,0,3,0,0,173,8,51,40,6,13,0,26,1,1,135,54,7.9
Anthony Rosier,190399,ED,FL A&M,3,1,0,,0,0,164,0,0,59.0,63.8,75.0,56.0,68.4,55.6,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,3,22,22,0,2,16,4,0,0,7,12,0,3,3,0,0,1,0,0,0,
Devin Costello,190459,S,UTAHTC,3,1,0,,0,0,1285,0,0,67.0,67.4,79.1,55.2,67.8,53.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,4,0,18,41,6,0,0,6,0,0,35,4,19,31,0,1,0,0,0,0,0,0,
Sam Oppenheimer,190537,LB,MAINE,5,0,0,66.7,0,0,212,0,0,44.2,50.4,75.7,56.4,72.5,29.6,0,0,0,0,19,33.3,2,1,0,97.2,4,0,0,42,0,37,52,1,0,0,1,0,2,51,2,13,7,2,4,0,6,0,0,57,43,14.3
Nathan Laperi,190615,ED,S DAKOTA,10,2,0,,0,1,291,0,0,41.8,56.8,18.5,68.0,54.2,41.2,0,8,0,0,,25.0,3,0,2,0.0,0,4,0,7,0,3,228,221,30,53,81,57,0,7,137,88,0,9,7,0,0,12,0,0,0,
Jaden Pettway,190620,S,TXGV,3,2,0,50.0,0,1,1445,0,0,59.2,66.9,77.6,59.0,80.0,81.4,0,0,0,0,19,0.0,0,0,0,70.8,2,0,0,32,2,32,63,2,0,0,2,0,15,61,2,29,12,1,3,0,4,0,0,26,11,13.0
Tyler Day,190637,LB,TXGV,3,0,0,100.0,0,0,1445,0,0,49.8,49.0,71.1,,55.7,31.7,0,0,0,0,31,33.3,1,0,0,118.8,1,0,0,16,0,5,17,0,0,0,0,0,0,17,0,12,1,1,2,0,1,0,0,31,13,31.0
Kamron Norwood,190696,CB,SE LA,7,6,0,75.0,0,0,294,0,0,70.5,72.2,80.0,,74.5,71.4,0,0,0,0,15,12.0,3,0,1,82.8,6,0,0,8,156,96,165,0,0,0,0,0,0,165,0,69,0,6,16,2,8,0,0,35,11,5.8
Connor Phelps,190740,LB,COLGATE,2,1,0,,0,0,142,0,0,,67.6,67.4,,65.8,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Logan Jellison,190911,DI,ILL STATE,1,0,0,,0,0,188,0,0,,68.4,65.2,,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,
Ayden Murray,190917,LB,BUCKNELL,4,0,0,0.0,0,0,125,0,0,64.7,56.8,80.0,60.0,50.0,60.3,0,0,0,0,,20.0,1,0,0,39.6,0,0,0,3,12,10,40,18,0,0,18,0,0,22,1,29,7,2,4,0,1,0,0,0,0,
Jamari Payne,190920,ED,N ALABAMA,8,2,0,,0,0,389,1,0,65.4,60.1,83.7,55.3,61.5,80.7,0,11,0,0,,10.0,1,0,0,0.0,0,1,0,2,0,1,220,218,0,16,132,70,0,2,135,84,0,7,7,0,0,12,0,0,0,
Luke Williams,190926,CB,AUSTINPEAY,4,0,0,50.0,0,0,116,0,0,53.1,49.7,73.8,,46.4,23.8,0,0,0,0,13,66.7,2,0,0,62.5,2,0,0,12,21,23,34,0,0,0,0,0,1,34,0,11,0,0,1,0,4,0,0,18,1,9.0
Sam Greenspan,190947,DI,CORNELL,7,1,0,,0,0,147,0,0,,43.0,76.3,58.6,35.8,26.0,1,2,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,66,66,0,18,0,48,0,0,35,31,0,0,2,0,0,3,0,0,0,
Joey Shimko,191018,ED,LAFAYETTE,9,2,0,,0,0,203,0,0,62.1,60.0,83.2,53.4,63.1,61.5,0,4,0,0,,15.8,3,0,0,0.0,0,1,0,0,0,2,193,193,0,5,157,31,0,0,91,100,0,7,14,1,0,5,0,0,0,
Katrevrick Banks,191180,S,GRAMBLING,3,0,0,33.3,0,0,177,1,0,57.1,63.5,77.5,,72.9,78.9,0,0,0,0,4,0.0,0,0,0,81.9,1,0,0,14,0,23,50,1,0,0,1,0,26,49,0,27,9,0,3,0,3,0,1,4,0,4.0
Kai Richardson,191223,ED,IDAHO,1,0,0,,0,0,185,0,0,,60.0,69.9,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
Vernorrius Chaney,191232,CB,JACKSON ST,5,0,0,100.0,0,0,194,0,0,56.7,57.8,77.0,,63.4,78.5,0,0,0,0,12,0.0,0,0,1,116.7,1,0,0,0,56,35,56,0,0,0,0,0,0,56,0,21,0,0,3,0,1,0,0,12,0,12.0
Charles Whelpley,191318,LB,S ILLINOIS,3,0,0,,0,0,295,1,0,63.2,63.3,72.3,59.2,61.5,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,13,0,5,18,0,0,0,0,0,0,18,1,12,5,1,1,1,0,0,0,0,0,
Braydon Bailey,191361,DI,MONTANA,8,0,0,,2,0,232,0,0,54.7,58.2,1.6,57.8,67.1,74.8,0,3,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,0,136,136,101,34,1,0,0,0,80,56,0,4,4,1,0,3,0,0,0,
Jeremiah Bernard,191380,S,CAL POLY,9,6,1,56.5,0,1,129,0,0,86.7,84.5,87.6,72.7,72.3,66.8,0,3,0,2,26,15.4,6,5,0,66.0,13,1,0,90,5,224,407,29,0,0,29,0,191,378,13,170,92,10,27,0,23,4,2,133,62,10.2
Jacob Bobic,191382,DI,CAL POLY,1,0,0,,0,0,129,0,0,,62.4,71.3,57.9,63.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,1,9,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,
Brayden Breedlove,191384,S,CAL POLY,7,3,0,42.9,1,0,129,0,0,70.8,75.6,81.4,60.0,81.9,66.3,1,0,0,0,27,15.8,3,2,1,56.8,3,0,0,34,1,62,139,1,0,0,1,0,79,138,1,76,24,6,13,1,7,1,0,32,32,10.7
Gage Burnett,191386,LB,CAL POLY,6,4,0,100.0,0,0,129,0,0,71.7,61.5,79.8,47.7,54.6,70.7,0,2,0,0,24,10.5,2,0,0,109.7,3,0,0,62,0,33,90,18,0,0,18,0,0,72,6,51,10,8,13,0,3,2,0,31,25,10.3
J.T. Houston,191394,ED,CAL POLY,9,3,0,100.0,0,0,129,0,0,55.2,60.7,82.8,52.1,70.1,81.7,0,2,0,0,6,0.0,0,0,0,91.7,1,0,0,6,0,8,155,147,0,0,114,33,0,8,80,67,2,4,7,0,1,2,0,6,6,6.0
Jake Javorsky,191395,LB,CAL POLY,1,1,0,,0,0,129,0,0,63.4,70.1,73.0,68.1,60.0,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,9,4,0,0,4,0,0,5,3,2,1,0,0,0,0,0,0,0,0,
Calvin Moore,191401,CB,CAL POLY,9,2,0,72.4,0,0,129,0,0,61.6,63.3,83.0,60.0,64.5,54.4,0,1,0,0,36,21.7,5,0,1,106.0,21,0,0,25,317,192,348,0,0,0,0,0,0,348,0,156,6,5,16,0,29,1,1,223,89,10.6
Matthew Nuanez,191403,ED,CAL POLY,3,1,0,,0,0,129,0,0,60.0,69.1,78.0,65.0,67.9,77.3,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,1,0,1,59,58,0,7,36,15,0,1,32,26,0,3,2,2,0,1,0,0,0,
Misa Paiau,191405,LB,CAL POLY,4,0,0,100.0,0,1,129,0,0,43.5,64.2,77.2,56.2,91.1,77.4,0,0,0,0,52,0.0,0,0,0,158.3,2,0,0,30,0,16,37,4,0,0,4,0,0,33,4,17,3,0,3,0,2,0,1,60,59,30.0
Will Plemons,191406,ED,CAL POLY,8,1,0,,0,0,129,0,0,,68.3,77.6,59.0,71.2,73.8,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,79,79,0,6,21,52,0,0,33,46,0,0,1,0,0,3,0,0,0,
Jake Vorhees,191411,ED,CAL POLY,3,0,0,,0,0,129,0,0,,77.5,73.8,79.0,65.0,71.5,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,15,15,0,1,13,1,0,0,6,9,0,1,1,0,0,1,0,0,0,
Justus Woods,191413,CB,CAL POLY,2,0,0,0.0,0,0,129,0,0,75.0,75.8,73.6,,65.7,77.5,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,4,23,13,29,0,0,0,0,0,0,29,0,16,2,1,2,0,1,0,0,0,0,
Aidan Archibald,191417,ED,E ILLINOIS,9,2,0,,0,0,158,0,0,59.5,53.2,82.1,57.5,50.0,27.7,1,1,0,0,,33.3,3,0,0,0.0,0,0,0,0,0,0,148,148,0,2,130,16,0,0,78,70,0,4,4,0,0,2,0,0,0,
Josh Brown,191419,S,E ILLINOIS,1,0,0,,0,0,158,0,0,,60.0,61.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Dillon Conway,191424,S,E ILLINOIS,7,1,0,100.0,0,0,158,0,0,65.9,71.8,73.4,,73.2,81.3,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,23,0,11,40,1,0,0,1,0,15,39,0,29,1,1,4,0,1,0,0,13,19,13.0
Isaiah Hare,191427,DI,E ILLINOIS,2,1,0,,0,0,158,0,0,,64.5,70.9,58.1,65.0,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,9,0,2,0,0,4,7,0,0,0,0,0,0,0,0,0,
Isaiah Houi,191428,CB,E ILLINOIS,9,6,0,66.1,0,0,158,0,0,73.1,74.0,84.8,,71.5,59.9,0,1,0,1,67,18.2,10,5,0,95.8,37,0,0,11,465,278,491,0,0,0,0,0,7,491,0,213,8,18,39,3,56,1,3,380,123,10.3
King Smith,191440,DI,E ILLINOIS,4,0,0,,0,0,158,0,0,,69.9,77.3,64.6,68.2,69.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,15,13,0,0,0,0,15,13,0,1,1,0,0,1,0,0,0,
Jordyn Stewart,191441,LB,E ILLINOIS,7,4,0,100.0,0,1,158,0,0,56.2,73.1,75.8,57.4,84.2,59.9,1,0,0,0,13,13.6,3,0,0,100.0,4,0,0,84,0,35,104,6,0,0,6,0,1,98,6,63,13,8,15,1,4,1,0,32,22,8.0
Josiah Goode,191452,S,E WASHGTON,7,7,0,54.5,0,0,161,0,0,69.5,71.4,83.1,59.2,72.4,68.0,0,0,0,0,37,12.5,3,2,0,80.9,6,0,0,73,0,116,221,1,0,0,1,0,122,220,2,103,25,6,14,1,11,0,0,88,17,14.7
Ambrose Marsh,191458,CB,E WASHGTON,8,4,0,56.4,0,1,161,0,0,60.2,61.0,86.2,90.5,50.6,43.1,0,0,0,2,63,26.0,13,3,3,74.9,22,1,0,24,422,254,500,32,0,0,32,0,2,468,8,238,19,4,33,1,39,1,1,362,109,16.5
Clayton McCarrell,191459,DI,E WASHGTON,1,0,0,,0,0,161,0,0,,60.0,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Ryan Bowles,191470,LB,MONTANA ST,1,1,0,100.0,0,0,233,0,0,44.5,38.3,68.2,,56.3,44.5,0,0,0,0,10,25.0,1,0,0,102.8,3,0,0,3,0,4,5,0,0,0,0,0,0,5,0,1,2,0,2,0,3,0,0,26,14,8.7
Kory Boyd,191471,CB,MONTANA ST,3,2,0,37.5,0,0,233,0,0,69.9,68.9,76.9,,58.9,55.7,0,0,0,0,22,16.7,1,1,0,55.2,3,0,0,4,58,42,63,1,0,0,1,0,0,62,0,21,0,1,3,0,8,0,0,42,5,14.0
Seth Brock,191472,ED,MONTANA ST,6,0,0,,0,0,233,1,1,,70.5,78.8,62.9,74.2,75.2,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,65,64,0,0,64,0,0,1,40,25,0,3,3,2,0,3,0,0,0,
Mason Dethman,191476,LB,MONTANA ST,1,0,0,,0,0,233,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Seth Johnson,191477,CB,MONTANA ST,9,1,0,59.1,0,0,233,0,0,78.5,75.8,81.7,,56.8,68.9,0,0,0,0,13,12.5,3,2,0,80.1,13,0,0,18,264,166,284,0,0,0,0,0,1,284,0,118,0,13,20,4,22,0,1,72,29,5.5
Jhase McMillan,191482,CB,MONTANA ST,9,6,0,72.7,0,0,233,1,0,65.9,71.3,82.4,59.3,90.5,67.1,0,0,0,0,40,11.1,3,3,1,122.3,24,0,0,24,274,181,298,0,0,0,0,0,0,298,1,116,0,8,18,2,33,0,3,232,92,9.7
Brendon Ross,191485,S,MONTANA ST,5,1,0,100.0,0,0,233,0,0,63.6,64.0,78.2,59.2,63.3,81.7,0,0,0,0,22,0.0,0,0,0,112.5,4,0,0,8,0,30,48,2,0,0,2,0,0,46,1,17,37,1,5,0,4,0,0,44,25,11.0
AJ Tanupo,191487,DI,MONTANA ST,3,1,0,,0,0,233,0,0,60.0,59.1,74.0,56.6,60.0,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,4,8,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,
Hudson Wiens,191489,DI,MONTANA ST,3,0,0,,0,0,233,0,0,,59.5,72.4,55.7,63.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,0,16,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,
Carson Williams,191490,CB,MONTANA ST,9,1,0,63.3,0,1,233,0,0,77.7,77.6,82.0,55.0,71.6,72.3,0,0,0,0,20,9.1,2,4,1,85.1,19,0,0,19,237,153,260,1,0,0,1,0,0,259,2,105,2,6,19,1,30,0,1,138,35,7.3
Josh Woodberry,191491,LB,MONTANA ST,1,1,0,,0,0,233,0,0,64.2,65.8,68.8,,60.3,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,8,10,0,0,0,0,0,0,10,0,2,2,0,0,0,0,0,0,0,0,
Carlos Rivera,191503,DI,N ARIZONA,9,6,0,,0,0,252,0,0,56.9,66.3,55.4,57.5,73.4,52.8,0,6,0,0,,13.6,3,0,1,0.0,0,1,0,1,0,0,271,270,160,102,5,3,0,1,155,116,0,8,13,0,0,7,0,0,0,
Cam Chapa,191513,S,N COLORADO,9,9,0,72.7,0,1,253,1,0,89.4,91.5,88.6,59.6,90.5,92.2,0,0,0,3,34,3.7,3,3,0,97.0,8,0,0,78,2,303,627,1,0,0,1,0,534,626,1,323,11,16,70,2,11,0,1,115,21,14.4
Carson Keach,191522,S,N COLORADO,7,2,0,33.3,0,0,253,0,0,66.6,69.9,74.7,57.7,72.0,82.7,0,0,0,0,9,0.0,0,1,0,42.4,1,0,0,49,1,41,55,2,0,0,2,0,0,53,2,12,3,0,7,0,3,0,0,9,8,9.0
Blake Palladino,191524,ED,N COLORADO,2,0,0,,0,0,253,0,0,60.0,63.6,73.9,59.1,63.1,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,11,10,0,0,10,0,0,1,2,8,0,1,1,0,0,0,0,0,0,
George Patterson,191526,ED,N COLORADO,3,1,0,,0,0,253,0,0,,74.9,73.1,58.7,74.1,73.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,2,8,2,0,0,2,10,0,0,1,0,0,0,0,0,0,
Blake Weslin,191540,ED,N COLORADO,9,7,1,,0,0,253,0,0,65.2,59.0,84.5,55.1,58.7,71.6,1,4,0,0,,5.3,1,0,0,0.0,0,0,0,7,0,13,196,189,0,9,152,28,0,7,83,100,0,7,11,1,0,5,0,0,0,
Jordan Herron,191553,HB,PORTLAND,1,0,0,,0,0,269,0,0,60.0,55.6,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Carsten Mamaril,191556,CB,PORTLAND,9,5,0,42.9,0,0,269,0,0,92.5,89.8,31.2,72.9,57.8,57.5,3,0,0,3,47,20.0,6,6,1,44.3,15,0,0,105,157,196,419,2,0,0,2,0,11,417,4,219,143,7,19,2,35,3,2,195,117,13.0
Pierce Walker,191558,S,PORTLAND,9,13,0,66.7,0,0,269,0,0,50.7,54.5,42.5,60.4,63.0,32.6,2,1,0,0,31,26.1,18,2,1,116.7,22,0,0,172,1,257,522,11,0,0,11,0,115,511,8,257,223,10,38,1,33,3,2,308,195,14.0
Tim Christian,191560,CB,SO UTAH,7,5,0,61.5,0,0,298,0,0,64.2,65.2,14.4,46.0,76.0,74.8,0,0,0,0,24,7.1,2,2,2,81.6,16,0,0,12,233,155,302,3,0,0,3,0,1,299,2,145,53,7,21,2,26,0,0,176,70,11.0
Thomas McCormick,191581,LB,UC DAVIS,3,2,0,100.0,0,0,322,0,0,49.0,32.3,71.0,59.5,29.4,27.4,0,0,0,0,15,37.5,3,0,0,118.8,1,0,0,37,0,15,40,0,0,0,0,0,0,40,2,23,2,1,3,0,1,0,0,15,10,15.0
Richard Bell Jr.,191583,DI,COLUMBIA,2,0,0,,0,0,145,0,0,,67.5,71.6,67.6,62.8,72.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,3,7,0,1,0,0,4,7,0,0,2,0,0,1,0,0,0,
